,0,1,2,3,4
255,3.0,0.0,14.95,0.51,0.401826
256,3.0,0.0,13.816667,0.59,0.39103899999999997
257,3.0,0.0,12.916667,0.64,0.37706300000000004
258,3.0,0.0,13.838889000000002,0.59,0.39166799999999996
259,3.0,0.0,12.755556,0.69,0.383713
260,3.0,0.0,12.65,0.74,0.391796
261,3.0,0.0,11.688889,0.8,0.374512
262,3.0,0.0,10.627778,0.88,0.355648
263,3.0,0.0,5.6666669999999995,0.91,0.160168
264,3.0,0.0,10.05,0.92,0.343469
265,3.0,0.0,9.977778,0.93,0.342777
266,3.0,0.0,9.777778,0.95,0.332445
267,3.0,0.0,8.661111,0.99,0.306794
268,3.0,0.0,7.55,0.95,0.20498200000000003
269,3.0,0.0,7.233333,0.93,0.204693
270,3.0,0.0,6.044444,0.92,0.137653
271,3.0,0.0,6.094444,0.85,0.13711700000000002
272,3.0,0.0,6.116667,0.82,0.135523
273,3.0,0.0,6.066667,0.86,0.145215
274,3.0,0.0,6.038889,0.93,0.150299
275,3.0,0.0,6.888889,0.93,0.17339200000000002
276,3.0,0.0,7.061111,0.86,0.185589
277,3.0,0.0,6.038889,0.93,0.144001
278,3.0,0.0,6.072222,0.93,0.143905
279,3.0,0.0,5.044444,0.93,0.10478
280,3.0,0.0,5.022222,0.92,0.119046
281,3.0,0.0,5.033333,0.93,0.11766199999999999
282,3.0,0.0,5.0,0.93,0.127778
283,3.0,0.0,4.977778,0.93,0.11775799999999999
284,3.0,0.0,4.933333,0.87,0.10771700000000001
285,3.0,0.0,4.466667,0.92,0.098161
286,3.0,0.0,4.444444,0.92,0.096357
287,0.0,0.0,4.011111,0.83,0.08234
288,3.0,0.0,4.905556,0.86,0.111739
289,3.0,0.0,4.883333,0.83,0.117809
290,3.0,0.0,4.388889,0.89,0.095319
291,3.0,0.0,4.838889,0.86,0.101439
292,3.0,0.0,4.811111,0.83,0.10251800000000001
293,2.0,0.0,4.944444,0.84,0.101349
294,2.0,0.0,7.2,0.65,0.16692
295,1.0,0.0,7.777778,0.67,0.190246
296,2.0,0.0,8.727778,0.64,0.224454
297,2.0,0.0,8.983333,0.57,0.21013800000000002
298,1.0,0.0,10.0,0.5,0.228285
299,2.0,0.0,10.094444000000001,0.55,0.278506
300,1.0,0.0,11.061111,0.46,0.287456
301,1.0,0.0,10.138889,0.42,0.256271
302,1.0,0.0,11.011111,0.42,0.278317
303,1.0,0.0,10.116667,0.49,0.268314
304,1.0,0.0,7.9166669999999995,0.57,0.221239
305,1.0,0.0,7.3333330000000005,0.63,0.212769
306,1.0,0.0,5.05,0.75,0.157308
307,0.0,0.0,3.933333,0.76,0.099553
308,1.0,0.0,4.094444,0.77,0.10519500000000001
309,1.0,0.0,3.8,0.82,0.098628
310,0.0,0.0,2.688889,0.85,0.041711
311,0.0,0.0,5.066667,0.81,0.14507
312,0.0,0.0,2.6,0.85,0.058634000000000006
313,1.0,0.0,1.583333,0.92,0.024303
314,1.0,0.0,2.1555560000000002,0.9,0.072901
315,0.0,0.0,0.955556,0.92,0.032657
316,0.0,0.0,0.955556,0.92,0.032657
317,0.0,0.0,5.594444,0.82,0.181238
318,0.0,0.0,9.822222,0.66,0.260022
319,0.0,0.0,11.072222,0.54,0.303512
320,1.0,0.0,11.055556,0.48,0.291248
321,1.0,0.0,12.244444,0.43,0.31167
322,1.0,0.0,12.85,0.41,0.322509
323,1.0,0.0,12.888889,0.38,0.316603
324,1.0,0.0,12.916667,0.4,0.321883
325,1.0,0.0,13.888889,0.46,0.360944
326,1.0,0.0,13.022222,0.48,0.343057
327,0.0,0.0,12.383333,0.49,0.328431
328,0.0,0.0,10.205556,0.57,0.285204
329,0.0,0.0,9.144444,0.62,0.24846999999999997
330,0.0,0.0,7.8277779999999995,0.68,0.208248
331,0.0,0.0,7.733333,0.65,0.211546
332,0.0,0.0,7.144444,0.69,0.199795
333,0.0,0.0,6.016667,0.74,0.167249
334,0.0,0.0,5.461111,0.76,0.149417
335,1.0,0.0,8.244444,0.72,0.21788400000000002
336,0.0,0.0,3.838889,0.82,0.097728
337,0.0,0.0,2.2444439999999997,0.91,0.076307
338,0.0,0.0,2.022222,0.93,0.038648
339,0.0,0.0,2.172222,0.92,0.022309
340,0.0,0.0,3.661111,0.89,0.076909
341,0.0,0.0,6.111111,0.79,0.155327
342,1.0,0.0,10.005556,0.66,0.295644
343,0.0,0.0,12.244444,0.52,0.331286
344,0.0,0.0,12.938889,0.5,0.345468
345,1.0,0.0,13.983332999999998,0.5,0.373355
346,1.0,0.0,15.094444000000001,0.44,0.386901
347,1.0,0.0,16.25,0.43,0.413628
348,2.0,0.0,17.266667,0.41,0.433359
349,2.0,0.0,17.288889,0.38,0.424684
350,3.0,0.0,17.388889000000002,0.37,0.424045
351,2.0,0.0,17.288889,0.38,0.424684
352,1.0,0.0,15.088889000000002,0.44,0.386758
353,1.0,0.0,11.711111,0.58,0.329363
354,1.0,0.0,11.161111,0.61,0.319855
355,1.0,0.0,10.027778,0.68,0.299871
356,1.0,0.0,10.138889,0.65,0.297779
357,1.0,0.0,10.422222,0.62,0.300535
358,1.0,0.0,9.911111,0.66,0.25821700000000003
359,2.0,0.0,11.183333,0.8,0.35831399999999997
360,1.0,0.0,7.155556,0.79,0.194358
361,1.0,0.0,6.111111,0.82,0.177008
362,1.0,0.0,6.788889,0.83,0.180152
363,2.0,0.0,7.261111,0.85,0.20444
364,2.0,0.0,7.8,0.83,0.21706999999999999
365,2.0,0.0,9.872222,0.78,0.28207600000000005
366,2.0,0.0,12.222222,0.72,0.37419600000000003
367,2.0,0.0,15.094444000000001,0.61,0.43257700000000004
368,2.0,0.0,17.355556,0.52,0.46957200000000004
369,2.0,0.0,19.005556,0.46,0.49391599999999997
370,2.0,0.0,20.044444,0.4,0.499508
371,2.0,0.0,21.05,0.4,0.524566
372,2.0,0.0,21.183332999999998,0.37,0.5165770000000001
373,2.0,0.0,20.116667,0.4,0.501307
374,2.0,0.0,20.216667,0.36,0.48940500000000003
375,2.0,0.0,20.0,0.43,0.50908
376,2.0,0.0,17.8,0.5,0.47526
377,2.0,0.0,16.061111,0.53,0.437408
378,2.0,0.0,15.022222,0.55,0.414463
379,3.0,0.0,14.422222,0.58,0.405611
380,3.0,0.0,14.255556,0.59,0.403461
381,3.0,0.0,13.772222,0.6,0.392233
382,3.0,0.0,13.283332999999999,0.63,0.385403
383,3.0,0.0,8.633333,0.87,0.23466599999999999
384,3.0,0.0,11.25,0.83,0.366458
385,3.0,0.0,11.183333,0.89,0.37623
386,3.0,0.0,10.694444,0.95,0.371204
387,2.0,0.0,11.111111,0.93,0.381711
